,0
4712,"[6/27/20, 9:13:32 AM] Joe: That reminds me....what is winter like over there?
"
4713,"[6/27/20, 9:45:16 AM] Joe: Oh god that’s too cold! Hahaha fuck
"
4714,"[6/27/20, 9:47:26 AM] Joe: It’s been a long time since I’ve been in snow haha. Shit. I’m going to need warmer clothes 😂
"
4715,"[6/27/20, 9:51:43 AM] Joe: Haha dude 2 degrees is hella cold. That’s like 35F. It’s 60F now and I’m already cold 😂
"
4716,"[6/27/20, 9:52:25 AM] Joe: No I haven’t snowboarded before. I really want to try it. Looks fun
"
4717,"[6/27/20, 9:52:47 AM] Joe: Have you snowboarded before?
"
4718,"[6/27/20, 10:16:21 AM] Joe: FUCK!
"
4719,"[6/27/20, 10:16:56 AM] Joe: Can I at least get to you first? That would be nice. Then they can start another quarantine but this time we can be together hahaha
"
4720,"‎[6/27/20, 10:21:24 AM] Joe: ‎GIF omitted
"
4721,"[6/27/20, 10:21:54 AM] Joe: Why is this happening???? I just want to see you. One person. Is that so much to ask for?
"
4722,"[6/27/20, 10:22:01 AM] Joe: The world is against me here hahaha fuck
"
4723,"[6/27/20, 10:23:15 AM] Joe: So now if I can’t get to you before the end of the year I need more shit?? I better figure out how to get to you as soon as possible haha. What a shitty situation
"
4724,"[6/27/20, 10:39:26 AM] Joe: I feel like I’m going to go for sure. I’ve actually been getting nervous cause my spanish is still trash 😂
"
4725,"[6/27/20, 10:40:36 AM] Joe: But also excited cause it will be a really different experience for me and I’ll learn a lot while also being around you haha
"
4726,"[6/27/20, 10:53:34 AM] Joe: Hahaha our first video call will be a bunch of “uuuuuuh mmmmm hmmmm” 😂 I really don’t mind the challenge. Even if I don’t understand a single word you say I’ll still enjoy our call I’m sure.
"
4727,"[6/27/20, 10:54:29 AM] Joe: But yeah, one step at a time. Have to get that passport. My excitement is building as the days go by. It feels like we’re getting close haha
"
4728,"[6/27/20, 2:56:42 PM] Joe: No worries. I’m working on the “drift car” again haha.
"
4729,"[6/27/20, 2:59:40 PM] Joe: How much were flights? Super expensive? I haven’t been looking. Just saving my money. I already know I’m going to have to spend a lot for a ticket most likely
"
4730,"[6/27/20, 3:03:34 PM] Joe: Just let me know when you’re ready for a video chat and we can make it happen hahah
"
4731,"[6/27/20, 3:08:34 PM] Joe: I won’t tell you the cost lol I
"
4732,"[6/27/20, 3:08:39 PM] Joe: 😂
"
4733,"[6/27/20, 3:09:08 PM] Joe: You found good deals. You need to come see me instead hahah
"
4734,"[6/27/20, 3:09:48 PM] Joe: Or when it’s time for me to get a ticket you can find me a good deal too. That would work
"
4735,"[6/27/20, 3:12:18 PM] Joe: Hahahaha
"
4736,"[6/27/20, 3:14:23 PM] Joe: Niiiice not bad at all. They better let me go see you haha
"
4737,"[6/27/20, 3:15:07 PM] Joe: I was thinking that it might be a good idea for me to have a drink or two before I chat with you 😂 we can drink beers together over a video chat hahaha
"
4738,"‎[6/27/20, 3:30:39 PM] Joe: ‎GIF omitted
"
4739,"[6/27/20, 3:32:09 PM] Joe: Hahah I understand. We’ve already talked plenty through messages anyway and I feel like I’ve gotten to know you a lot. I’m definitely more interested in what it’s like to actually be with you in person
"
4740,"[6/28/20, 8:24:24 AM] Joe: Holaaaa
"
4741,"[6/28/20, 8:27:03 AM] Joe: Damn 3 months already?? It goes by fast. 
"
4742,"[6/28/20, 8:34:56 AM] Joe: Hahah niiiice
"
4743,"[6/28/20, 8:35:21 AM] Joe: Let me join you 😂
"
4744,"[6/28/20, 8:39:15 AM] Joe: That’s so wild. I never imagined talking to you for so long or planning to see you when you first messaged me. But I’m happy about it now. We only missed like 1 day talking to each other in all that time haha. Not bad.
"
4745,"[6/28/20, 9:40:59 AM] Joe: Junk food and beer 😋
"
4746,"[6/28/20, 9:44:19 AM] Joe: I would love to join you for a movie. We would probably get “distracted” or fall asleep before the end of the movie 😂
"
4747,"[6/28/20, 9:44:24 AM] Joe: But I’d enjoy that
"
4748,"‎[6/28/20, 10:58:41 AM] Joe: ‎GIF omitted
"
4749,"[6/28/20, 10:59:08 AM] Joe: Whoops I meant to reply to the next message haha. Oh well 🤷‍♂️
"
4750,"[6/28/20, 10:59:55 AM] Joe: I’m cleaning right now but I was thinking about getting something to eat soon. I had eggs and toast for breakfast earlier but I’m still hungry.
"
4751,"‎[6/28/20, 11:00:25 AM] Joe: ‎GIF omitted
"
4752,"[6/28/20, 11:05:27 AM] Joe: Hahhhhaha shiiiit
"
4753,"[6/28/20, 11:06:23 AM] Joe: I noticed your meals are usually pretty small. I can’t lie, I eat a lot sometimes hahaha but it all gets burned off from skating so it’s cool
"
4754,"[6/28/20, 11:11:21 AM] Joe: Haha 🤷‍♂️ that’s what it looks like when you send videos or pictures of your meals to me.
"
4755,"[6/28/20, 11:12:05 AM] Joe: But good to know it’s not what it seems like haha
"
4756,"[6/28/20, 11:12:11 AM] Joe: I love food
"
4757,"[6/28/20, 11:13:42 AM] Joe: Yeah I eat a lot. Especially when I’m doing a lot of skating. 
"
4758,"[6/28/20, 11:32:33 AM] Joe: Hahah that’s hella cute. I need to teach my dog cool tricks when I get one 🐕
"
4759,"‎[6/28/20, 11:33:56 AM] Joe: ‎video omitted
"
4760,"[6/28/20, 11:40:24 AM] Joe: Socks hahaha
"
4761,"[6/28/20, 11:41:28 AM] Joe: But honestly I don’t know. I haven’t thought about it too much. I’ll know when I see the dog haha
"
4762,"[6/28/20, 11:42:29 AM] Joe: Hahaha 🙈
"
4763,"[6/28/20, 12:12:10 PM] Joe: Hmmm I like medium sized short hair dogs. Interesting coloration of the fur is cool to me. I’ll have to pay more attention to what makes me like dogs when I see them.
"
4764,"[6/28/20, 12:13:35 PM] Joe: I do like long tail instead of the little stump tail. And funny ears too. I was having too much fun playing with Sock’a ears cause one is floppy and the other stands up straight
"
4765,"[6/28/20, 12:15:55 PM] Joe: I like an affectionate dog but not to the point where they get overly needy for attention. A nice balance haha
"
4766,"[6/28/20, 12:58:10 PM] Joe: Haha that’s why I like short hair. So they can be close to me without shedding too much everywhere.
"
4767,"[6/28/20, 12:59:56 PM] Joe: Haha whoops
"
4768,"‎[6/28/20, 1:01:04 PM] Joe: ‎GIF omitted
"
4769,"[6/28/20, 3:48:29 PM] Joe: Hahah buenos noches 🛌
"
4770,"[6/29/20, 7:38:38 AM] Joe: Holaaaaa! I’m leaving to camp in a little bit and I have an interview for a temporary position doing some programming work later. Hopefully I get the coding job, it pays really good! Wish me luck haha
"
4771,"‎[6/29/20, 7:38:52 AM] Joe: ‎GIF omitted
"
4772,"[6/29/20, 7:47:03 AM] Joe: Haha trust me I need it 😂 but thank you!
"
4773,"[6/29/20, 7:47:40 AM] Joe: It looks so nice out there. Also, there’s a lot of parks around the city it seems like
"
4774,"[6/29/20, 7:48:01 AM] Joe: 🍅
"
4775,"[6/29/20, 7:53:23 AM] Joe: I can work from a distance. “Remote work” or whatever.
"
4776,"[6/29/20, 7:53:40 AM] Joe: Haha true. Thanks for the advice.
"
4777,"[6/29/20, 7:54:24 AM] Joe: Oh I can’t wait to see the pictures after you get back 😂 🍅
"
4778,"[6/29/20, 7:55:16 AM] Joe: Yeah I’m confident in my ability to learn the technology for the project. It’s similar to what I’ve worked with before.
"
4779,"[6/29/20, 7:56:12 AM] Joe: Oh I forgot to tell you how i got it. I actually know the guy from a class I took a few years ago. He messaged me on LinkedIn about the position
"
4780,"[6/29/20, 7:59:48 AM] Joe: Haha be careful in the sun. You’re going to get toasted 😂
"
4781,"[6/29/20, 8:02:11 AM] Joe: I’m pretty confident about this one since he approached me and he knows me from a class but we’ll see 🤷‍♂️
"
4782,"[6/29/20, 8:02:20 AM] Joe: 😂 😂
"
4783,"[6/29/20, 8:05:05 AM] Joe: Around 1
"
4784,"[6/29/20, 8:05:52 AM] Joe: I’m going to work now so I’ll be driving. Barely going to make it on time haha. I hope you’re having a great day. I’ll talk to you soon 😘
"
4785,"[6/29/20, 11:48:55 AM] Joe: I’m almost free haha. I’m so tired and hungry. I’m going to eat, talk to the guy about the job, and probably take a nap. I had zero energy today for some reason
"
4786,"[6/29/20, 1:45:27 PM] Joe: It went pretty good! He said he will email me later with more details. But it sounds like a cool gig. $1500/week to code 1-2 features every 2 weeks. All remote work so I can work from anywhere. I hope this works out. It would be perfect
"
4787,"[6/29/20, 2:20:49 PM] Joe: $1500 every week. So $6000/month. But that’s before taxes. And doing the math it’s about $78,000/year which isn’t great for software developers but I’ll take it haha. Something to pad the resume with so I can get the big money later. Writing code pays really well, it’s just hard to find work sometimes.
"
4788,"[6/29/20, 2:22:59 PM] Joe: We’ll see what happens. Hopefully it works out. I still have to learn some new technologies I haven’t worked with. Ooooh I’m excited haha
"
4789,"[6/29/20, 3:12:46 PM] Joe: Thank you thank you! 😊
"
4790,"[6/29/20, 3:13:12 PM] Joe: Haha no worries I was eating
"
4791,"[6/29/20, 3:18:09 PM] Joe: He didn’t email me yet but I’m assuming it would be in a week or two.
"
4792,"[6/29/20, 3:18:50 PM] Joe: I’m going to keep myself from getting too excited in case he never emails me 😂
"
4793,"‎[6/29/20, 3:19:46 PM] Joe: ‎GIF omitted
"
4794,"‎[6/29/20, 3:20:45 PM] Joe: ‎GIF omitted
"
4795,"[6/29/20, 3:22:24 PM] Joe: You’re probably right. He wouldn’t tell me he would email me if he wasn’t going to.
"
4796,"[6/29/20, 3:23:07 PM] Joe: I don’t know for how long. Seemed like an ongoing project. I’ll have to see what the contract looks like that he sends
"
4797,"[6/29/20, 3:25:35 PM] Joe: It’s not really going to have hours per day. More like, get the work done within 2 weeks. Work however long and whenever you need to so you can finish it
"
4798,"[6/29/20, 3:26:20 PM] Joe: Haha it’s an app for IOS and Android
"
4799,"[6/29/20, 3:30:42 PM] Joe: It’s some music app or something like that.
"
4800,"[6/29/20, 3:32:06 PM] Joe: Not too sure. It’s something about music recommendations and it will work with different music apps. I don’t know. He didn’t explain it super well but it sounded interesting
"
4801,"‎[6/30/20, 3:29:33 AM] Joe: ‎GIF omitted
"
4802,"[6/30/20, 7:10:01 AM] Joe: Hahah I’m definitely trying to talk more than just good morning and goodnight!
"
4803,"[6/30/20, 7:10:33 AM] Joe: Thanks babe. I’m stoked.
"
4804,"[6/30/20, 7:13:06 AM] Joe: I need to start waking up earlier again. Then I can talk to you in the mornings for longer before I go to work. I’ve been lazy lately, waking up at the last minute
"
4805,"[6/30/20, 7:13:26 AM] Joe: And I always fall asleep right around the time you wake up haha
"
4806,"[6/30/20, 7:17:23 AM] Joe: Hah yeah our schedules our messed up right now. I’ll do better though
"
4807,"[6/30/20, 7:17:47 AM] Joe: Today was shit? What happened?
"
4808,"‎[6/30/20, 7:18:37 AM] Joe: ‎GIF omitted
"
4809,"[6/30/20, 7:22:27 AM] Joe: Definitely hahaha
"
4810,"[6/30/20, 7:22:53 AM] Joe: I better get there by August haha
"
4811,"[6/30/20, 7:23:46 AM] Joe: Fucking coronavirus dammit. Ugh
"
4812,"[6/30/20, 7:31:40 AM] Joe: Hahah my passport should be coming right around the time camp ends unless it’s really delayed
"
4813,"[6/30/20, 7:31:58 AM] Joe: So it’s perfect
"
4814,"[6/30/20, 7:32:51 AM] Joe: I have Apple Music and they make a favorite playlist every week. This week is the first time they added some of the spanish music you sent me haha. I must be listening to it a lot
"
4815,"[6/30/20, 7:43:06 AM] Joe: Haha yeah we’ll see. If I make it to you first, then they can reimplement the quarantine as long as they want 😂
"
4816,"[6/30/20, 7:43:19 AM] Joe: Mmmm 😋
"
4817,"[6/30/20, 7:44:48 AM] Joe: They put a song by Los Delinqüentes. Tartarichi. I listen to their album a lot haha
"
4818,"[6/30/20, 7:52:54 AM] Joe: Hahah I don’t go a pick that song to listen to. It just plays a lot from when I play the album
"
4819,"[6/30/20, 7:58:34 AM] Joe: I was wondering when Apple was going to start recommending music in spanish haha
"
4820,"[6/30/20, 8:01:36 AM] Joe: I’m going to work now. I’m doing a 12 hour shift again but I can still talk to you during the shift. I don’t do much while I monitor the park.
"
4821,"[6/30/20, 8:02:05 AM] Joe: Promise I’ll start getting up a little earlier so we can talk more. I miss talking to you as much as we used to be able to.
"
4822,"[6/30/20, 8:04:30 AM] Joe: Hahah true. I learn some of the songs and don’t even know what I’m saying 😂
"
4823,"[6/30/20, 8:11:10 AM] Joe: Oh no 🙈🙈
"
4824,"[6/30/20, 8:11:38 AM] Joe: I got some stuff haha. Alright I’ll talk to you soon babe 😘
"
4825,"‎[6/30/20, 9:55:48 AM] Joe: ‎video omitted
"
4826,"[6/30/20, 9:56:06 AM] Joe: I hate teaching kids how to do this. So scary every time haha
"
4827,"[6/30/20, 11:29:28 AM] Joe: What are you doing? It’s getting hot out here 🥵
"
4828,"[6/30/20, 11:41:43 AM] Joe: Niiice back to the 3d modeling. You still need to send me some more cool stuff you make haha.
"
4829,"[6/30/20, 12:27:16 PM] Joe: I haven’t been coding much either. I have to get back on that.
"
4830,"[6/30/20, 12:27:25 PM] Joe: Only 7.5 hours to go 👍
"
4831,"‎[6/30/20, 12:28:18 PM] Joe: ‎GIF omitted
"
4832,"[6/30/20, 1:07:37 PM] Joe: Yeah it’s mellow. Not too bad. I’m eating lunch right now
"
4833,"‎[6/30/20, 3:09:48 PM] Joe: ‎video omitted
"
4834,"‎[6/30/20, 3:10:27 PM] Joe: ‎video omitted
"
4835,"[6/30/20, 3:29:56 PM] Joe: It’s so dark haha. But that’s ok, thanks for the video! 4.5 hours left. It’s flying by
"
4836,"[6/30/20, 3:30:11 PM] Joe: Two grown men almost got in a fight at the park. Exciting stuff hahah
"
4837,"[6/30/20, 4:00:27 PM] Joe: Hahah that’s ok. At least I can see you better this time.
"
4838,"‎[6/30/20, 5:37:10 PM] Joe: ‎GIF omitted
"
4839,"[6/30/20, 11:00:05 PM] Joe: Haha dammit I’m going to sleep right now 😞 I’m so tired. But I have my alarm set to an earlier time to message you in the morning
"
4840,"[7/1/20, 5:44:36 AM] Joe: Mmm I slept so good. I passed out pretty much instantly after sending that last message. I am sore today. Too much skating yesterday.
"
4841,"‎[7/1/20, 7:10:13 AM] Joe: ‎GIF omitted
"
4842,"[7/1/20, 7:10:39 AM] Joe: I woke up like 30 minutes before my alarm was going to go off.
"
4843,"‎[7/1/20, 7:12:57 AM] Joe: ‎video omitted
"
4844,"[7/1/20, 7:13:12 AM] Joe: Haha not too bad
"
4845,"[7/1/20, 7:13:40 AM] Joe: I was dying by the end of my shift yesterday hahah.
"
4846,"[7/1/20, 7:14:54 AM] Joe: Haha it’s not so bad. I’ve been relaxing and taking my time getting ready this morning instead of rushing around so I’m not late
"
4847,"[7/1/20, 7:16:03 AM] Joe: Too much time in the sun 🌞
"
4848,"‎[7/1/20, 7:16:53 AM] Joe: ‎GIF omitted
"
4849,"[7/1/20, 7:19:02 AM] Joe: Hopefully your fan never breaks haha. My body is warm, you’d hate sleeping next to me in the heat. Good thing I’m coming after summer haha
"
4850,"‎[7/1/20, 7:29:05 AM] Joe: ‎GIF omitted
"
4851,"[7/1/20, 7:29:58 AM] Joe: Hahah you have the best fan in the house. It’s one of the things I see often in the videos you send 😂
"
4852,"[7/1/20, 7:31:56 AM] Joe: Shit haha
"
4853,"[7/1/20, 7:32:07 AM] Joe: I couldn’t find anyone taking up the whole bed
"
4854,"‎[7/1/20, 7:33:09 AM] Joe: ‎GIF omitted
"
4855,"[7/1/20, 7:43:10 AM] Joe: Hahaha damn it’s like that?
"
4856,"[7/1/20, 7:43:40 AM] Joe: It’s ok I think I’ll survive you taking up the whole bed haha not the worst thing in the world
"
4857,"[7/1/20, 7:44:36 AM] Joe: After work today I’m supposed to talk to the guy about the other job and possibly get started.
"
4858,"[7/1/20, 7:44:40 AM] Joe: Soo much work
"
4859,"[7/1/20, 7:50:03 AM] Joe: He said we’ll talk more today and possibly start “on boarding”. Not sure if I’ll actually start working or just get setup with access to the codebase and all that.
"
4860,"[7/1/20, 7:50:19 AM] Joe: Do the contract and non-disclosures and all that
"
4861,"[7/1/20, 7:51:38 AM] Joe: The schedule is basically every 2 weeks I need to complete 1-2 task that have been assigned to me. Doesn’t matter how many hours it takes
"
4862,"[7/1/20, 7:52:26 AM] Joe: 😂 😂 hahaha
"
4863,"[7/1/20, 7:54:22 AM] Joe: I’m nervous but I’m looking forward to it. New challenge
"
4864,"[7/1/20, 7:57:31 AM] Joe: Hahah thanks 😊 even if I just do the job for 4-6 weeks I’ll be stoked. I’d definitely be set to come see you at that point 😆
"
4865,"‎[7/1/20, 7:58:04 AM] Joe: ‎GIF omitted
"
4866,"[7/1/20, 8:03:26 AM] Joe: Ok I have to go to work now but I’ll talk to you soon! Relax and enjoy your evening 😘
"
4867,"[7/1/20, 8:19:22 AM] Joe: Siiii
"
4868,"[7/1/20, 8:20:02 AM] Joe: I can. So if it keeps going longer it’s fine
"
4869,"[7/1/20, 8:32:00 AM] Joe: Hahahaha
"
4870,"[7/1/20, 8:32:40 AM] Joe: I’m just now getting to work. Couple of minutes late 🤷‍♂️ I’ll talk to you soon
"
4871,"[7/1/20, 10:29:44 AM] Joe: Hahah that’s me
"
4872,"[7/1/20, 10:29:59 AM] Joe: What are you doing??
"
4873,"[7/1/20, 10:32:48 AM] Joe: Super cute
"
4874,"[7/1/20, 10:33:01 AM] Joe: The lawyer?
"
4875,"[7/1/20, 10:34:07 AM] Joe: Hahaha 😂
"
4876,"[7/1/20, 10:35:44 AM] Joe: Nooo you didn’t tell me about that haha good luck 🍀 😆
"
4877,"[7/1/20, 10:41:39 AM] Joe: Hahaha I figured. You said you don’t even really like the idea of marriage that much.
"
4878,"[7/1/20, 10:42:17 AM] Joe: But that’s good. I hope that goes well. I should’ve used all my extra time this morning to make breakfast or pack a lunch. I’m hella hungry
"
4879,"‎[7/1/20, 10:43:10 AM] Joe: ‎GIF omitted
"
4880,"[7/1/20, 10:47:15 AM] Joe: Yeah I try to remember what you tell me if I can haha
"
4881,"[7/1/20, 10:47:43 AM] Joe: One day. But I’d probably be making the special delivery to you
"
4882,"[7/1/20, 11:33:58 AM] Joe: Sorry I was attending to injured children. They were dropping like flys for a minute there
"
4883,"[7/1/20, 11:34:41 AM] Joe: Getting through a whole day with no injuries is tough
"
4884,"[7/1/20, 11:45:52 AM] Joe: No worries, I’m almost out of here. I bring them to get lunch in a few minutes and then they go home
"
4885,"[7/1/20, 1:46:19 PM] Joe: I don’t know when this guy is going to call me 🤷‍♂️ still waiting
"
4886,"‎[7/1/20, 2:14:06 PM] Joe: ‎GIF omitted
"
4887,"[7/1/20, 2:15:02 PM] Joe: I guess I told him I’m free after 1pm and he never really confirmed the exact time he would contact me. So I guess I just have to wait around for his call
"
4888,"[7/1/20, 2:19:44 PM] Joe: Yesterday he was free after 3pm so I’m assuming he’ll call around that time. I’m not doing anything anyway so it’s fine
"
4889,"[7/1/20, 2:21:05 PM] Joe: I just finished eating some ribs. I do kind of want another snack though 🤔
"
4890,"[7/1/20, 2:31:14 PM] Joe: I’m just going to keep eating snacks until he calls. I think I might have some grapes or something
"
4891,"[7/1/20, 2:32:57 PM] Joe: Interesting choice haha is it good? I don’t think I’ve had a wine with lemon in it
"
4892,"[7/1/20, 3:08:49 PM] Joe: Hahaha
"
4893,"[7/1/20, 3:09:20 PM] Joe: Noooo still no call. I’m going to end up taking a nap haha
"
4894,"‎[7/1/20, 3:15:39 PM] Joe: ‎GIF omitted
"
4895,"[7/1/20, 3:16:48 PM] Joe: He just never confirmed when he would contact me. Terrible.
"
4896,"[7/1/20, 3:16:50 PM] Joe: Oh well
"
4897,"[7/1/20, 3:19:54 PM] Joe: True. Alright maybe I’ll send a text or something.
"
4898,"[7/1/20, 3:23:00 PM] Joe: Awww no I didn’t knooow
"
4899,"[7/1/20, 3:24:02 PM] Joe: Yo tambien te echo de menos babe
"
4900,"[7/1/20, 3:24:22 PM] Joe: No second quarantine please haha
"
4901,"‎[7/1/20, 3:25:20 PM] Joe: ‎GIF omitted
"
4902,"[7/1/20, 3:29:51 PM] Joe: Aaah so shitty. The US is having a cases go up and talking about slowing down opening up. I hate it.
"
4903,"[7/1/20, 3:30:36 PM] Joe: Saaaame. They can lock us down as long as they want if I can just get to you first.
"
4904,"[7/1/20, 3:30:54 PM] Joe: I just don’t want to be so far away anymore
"
4905,"[7/1/20, 3:36:52 PM] Joe: Hahaha fuck
"
4906,"[7/1/20, 3:37:17 PM] Joe: Of course I’m coming! That’s all I’m trying to do haha
"
4907,"[7/1/20, 3:37:53 PM] Joe: People keeps asking if I’m staying for good since I came back from Hawaii...I always tell them I want to go to Spain when I can
"
4908,"[7/1/20, 3:40:34 PM] Joe: Everyone is pretty stoked for me
"
4909,"[7/1/20, 3:42:54 PM] Joe: Hahaha yeah the people that I tell why I’m going know
"
4910,"[7/1/20, 3:52:11 PM] Joe: I bet some people think it’s a little crazy and don’t want to say anything haha. But I really don’t see why not
"
4911,"[7/1/20, 3:59:38 PM] Joe: Honestly when you told me you didn’t have much patience early on, I was a little nervous that you wouldn’t wait. I’m really glad you’re holding out so long haha
"
4912,"[7/1/20, 3:59:47 PM] Joe: Hahaha
"
4913,"[7/1/20, 4:02:21 PM] Joe: This place looks epic
"
4914,"[7/1/20, 4:02:36 PM] Joe: 😂
"
4915,"[7/1/20, 4:03:04 PM] Joe: Hahah for sure
"
4916,"[7/1/20, 4:03:35 PM] Joe: We’ve sent so many gifs haha my score is probably -284857 for all the bad ones haha
"
4917,"[7/1/20, 4:07:02 PM] Joe: Haha you can’t win them all
"
4918,"[7/1/20, 4:07:36 PM] Joe: It’s ok. You can make fun of my gif selection anytime. Sometimes those are the best option haha
"
4919,"[7/1/20, 4:08:07 PM] Joe: Ok cool. Not so bad then. Glad it wasn’t 3 strikes and I’m out
"
4920,"[7/1/20, 4:08:59 PM] Joe: We’ve probably sent a whole episode worth of Mr Bean with gifs hahaha
"
4921,"[7/1/20, 4:11:43 PM] Joe: Oh thank you haha I try
"
4922,"[7/1/20, 4:12:10 PM] Joe: I pass that picture everyday on the way to work now haha. Mr Bean stares at me at that stoplight every morning
"
4923,"‎[7/1/20, 4:12:29 PM] Joe: ‎GIF omitted
"
4924,"[7/1/20, 4:18:10 PM] Joe: Haha I was sleepy but then I got up and started to eat some food instead of taking a nap. But we can talk later if you want. I always enjoy talking to you.
"
4925,"[7/1/20, 4:26:08 PM] Joe: Looks like a beautiful night. Enjoy it. I’ll talk to you later babe. Buenas noches 😘
"
4926,"[7/2/20, 3:37:52 AM] Joe: Hahah you’re like me. I never say anything either
"
4927,"[7/2/20, 3:38:00 AM] Joe: That’s hella cool though
"
4928,"[7/2/20, 3:38:21 AM] Joe: Don’t worry I fell asleep way too early. Now I’m laying here regretting it
"
4929,"[7/2/20, 3:48:35 AM] Joe: Don’t worry you didn’t wake me up. But I’m going to try and go back to sleep now haha. Have a good day! Talk to you soon
"
4930,"[7/2/20, 6:45:52 AM] Joe: Yaaaay
"
4931,"[7/2/20, 6:46:01 AM] Joe: I’m woke haha
"
4932,"[7/2/20, 6:47:09 AM] Joe: I’m supposed to start the second job today. I’m nervous 😬
"
4933,"[7/2/20, 6:50:25 AM] Joe: He called me back yesterday at around 4pm. But when we talked he didn’t set much up and ended up scheduling another call tomorrow but said we’d probably get started when he calls
"
4934,"[7/2/20, 6:52:22 AM] Joe: Haha I want to see how you interact with people in general but I would especially like to see this “less polite” Lore 😂
"
4935,"[7/2/20, 6:52:35 AM] Joe: 1pm again haha
"
4936,"[7/2/20, 7:03:32 AM] Joe: Hahaha the bosses probably hate that 😂 I like it though.
"
4937,"[7/2/20, 7:03:59 AM] Joe: Yeah I do. It’s going to be a loooong day
"
4938,"[7/2/20, 7:11:39 AM] Joe: Hahah niiice. What are you going to do??
"
4939,"[7/2/20, 7:12:09 AM] Joe: I went from not doing much in Hawaii straight back to working all the time in the bay haha
"
4940,"[7/2/20, 7:12:47 AM] Joe: Hahaha “y cerveza??”
"
4941,"[7/2/20, 7:16:56 AM] Joe: I kind of like the idea of working hard for a few months and taking a bunch of time off haha I think I make most of the money I get all year in the summer time
"
4942,"[7/2/20, 7:17:38 AM] Joe: Only the best for you haha
"
4943,"[7/2/20, 7:42:30 AM] Joe: Haha true. I was going to move but I think since I’m only here till August i might as well save 2 months of rent. Plus my dad is redoing the house to sell it soon so I can help him out
"
4944,"[7/2/20, 7:44:05 AM] Joe: That’s good. I was hella trying to remember the one you like to drink. Alhambra especial 1933 or something like that hahah I don’t remember exactly.
"
4945,"[7/2/20, 7:46:40 AM] Joe: They’re going to move to Hawaii most likely. Join the rest of the family that’s out there haha.
"
4946,"[7/2/20, 7:47:00 AM] Joe: Shit I was close hahah
"
4947,"[7/2/20, 7:49:10 AM] Joe: Yeah but I have lots of cousins, uncles, and aunts still here in California. Boom Boom says Hawaii is too hot for him. He doesn’t like it 😂
"
4948,"[7/2/20, 7:53:18 AM] Joe: Haha true. He was excited about his little avocados on his tree so he’d love those big Hawaiian avocados.
"
4949,"[7/2/20, 7:59:50 AM] Joe: Hahaha
"
4950,"[7/2/20, 8:00:20 AM] Joe: It’s time for me to go to work now 😔
"
4951,"[7/2/20, 8:01:01 AM] Joe: I’ll talk to you when I get a chance. Enjoy your evening.
"
4952,"‎[7/2/20, 8:53:39 AM] Joe: ‎image omitted
"
4953,"[7/2/20, 8:53:51 AM] Joe: These things hurt my eyes hahaha
"
4954,"[7/2/20, 9:12:06 AM] Joe: Hahahah that looks way more comfortable
"
4955,"[7/2/20, 9:12:30 AM] Joe: I’m done checking in kids so I get to take off the goggles now
"
4956,"[7/2/20, 9:12:57 AM] Joe: But I have to do stretches now and start skating I guess
"
4957,"[7/2/20, 10:02:09 AM] Joe: Only if they ask. They’re doing their own thing mostly now. Learning from each other and I just give tips now and then
"
4958,"‎[7/2/20, 12:30:41 PM] Joe: ‎GIF omitted
"
4959,"[7/2/20, 12:34:04 PM] Joe: It was pretty good today. No camp tomorrow so I just have to work on the coding stuff once the guy calls me
"
4960,"[7/2/20, 12:40:46 PM] Joe: Sky is pretty. Have fun. Where you going?
"
4961,"[7/2/20, 12:46:43 PM] Joe: Sweeeeet
"
4962,"[7/2/20, 12:47:39 PM] Joe: That’s awesome. I almost had a 3 day weekend but I feel I’m going to spend most of it learning the technology for the job haha.
"
4963,"[7/2/20, 1:05:12 PM] Joe: Either go skate and film, try to learn some coding stuff or some more spanish, or go to my friends house. Depends on the day but usually i get lunch after i get off then decide what to do.
"
4964,"[7/2/20, 1:15:02 PM] Joe: Oh yeah i guess that's true.
"
4965,"[7/2/20, 1:16:32 PM] Joe: I have nothing to teach you haha i learn in a weird way. I just listen to stuff i don't know and keep looking up words until it sticks. I never feel like i learned something at the end of the day. I only notice it's working when i don't have to use the translator as much or i understand something i didn't before
"
4966,"[7/2/20, 1:17:17 PM] Joe: I'm really trying to practice hearing all the words that people say but it's hard to know when some words end and others start when i don't know the word they're saying in the first place haha
"
4967,"[7/2/20, 1:17:48 PM] Joe: They're going to be soo happy to see you
"
4968,"[7/2/20, 2:16:53 PM] Joe: I learn every time i talk to you a little more
"
4969,"[7/2/20, 2:18:02 PM] Joe: Haha i mean, there isn't anything in particular i think i need to learn. Not that i can think of anyway. But i have been picking up a lot from talking to you.
"
4970,"[7/2/20, 2:18:43 PM] Joe: I don't have to use the translator as often haha and sometimes i use it just to double check or because i don't know only a few of the words. I'm getting better
"
4971,"[7/2/20, 2:19:36 PM] Joe: hahah i can't wait
"
4972,"[7/2/20, 2:20:09 PM] Joe: it'll be pretty funny haha damn hopefully i can communicate enough to keep you entertained
"
4973,"[7/2/20, 2:20:24 PM] Joe: Hahaha
"
4974,"[7/2/20, 2:23:08 PM] Joe: Hahaha dammit
"
4975,"[7/2/20, 2:23:26 PM] Joe: Yeah but what about when i talk to you? That'll be good too haha
"
4976,"[7/2/20, 2:23:39 PM] Joe: blahblahblah
"
